,id,Gaji
300,36294,0
301,36295,0
302,36296,0
303,36297,1
304,36298,1
305,36299,0
306,36300,0
307,36301,0
308,36302,0
309,36303,0
310,36304,0
311,36305,0
312,36306,0
313,36307,0
314,36308,0
315,36309,0
316,36310,0
317,36311,0
318,36312,0
319,36313,0
320,36314,0
321,36315,1
322,36316,0
323,36317,0
324,36318,0
325,36319,0
326,36320,0
327,36321,0
328,36322,0
329,36323,0
330,36324,0
331,36325,0
332,36326,1
333,36327,0
334,36328,0
335,36329,0
336,36330,0
337,36331,0
338,36332,0
339,36333,0
340,36334,0
341,36335,0
342,36336,0
343,36337,0
344,36338,0
345,36339,0
346,36340,0
347,36341,0
348,36342,0
349,36343,1
350,36344,0
351,36345,0
352,36346,0
353,36347,0
354,36348,0
355,36349,0
356,36350,0
357,36351,0
358,36352,0
359,36353,0
360,36354,0
361,36355,0
362,36356,0
363,36357,0
364,36358,0
365,36359,0
366,36360,0
367,36361,0
368,36362,0
369,36363,0
370,36364,0
371,36365,1
372,36366,0
373,36367,0
374,36368,0
375,36369,0
376,36370,0
377,36371,0
378,36372,0
379,36373,0
380,36374,1
381,36375,0
382,36376,0
383,36377,0
384,36378,0
385,36379,0
386,36380,0
387,36381,0
388,36382,1
389,36383,0
390,36384,0
391,36385,0
392,36386,0
393,36387,0
394,36388,0
395,36389,0
396,36390,0
397,36391,0
398,36392,0
399,36393,0
400,36394,0
401,36395,0
402,36396,0
403,36397,0
404,36398,0
405,36399,0
406,36400,0
407,36401,0
408,36402,0
409,36403,0
410,36404,0
411,36405,0
412,36406,0
413,36407,0
414,36408,0
415,36409,0
416,36410,0
417,36411,0
418,36412,0
419,36413,0
420,36414,0
421,36415,0
422,36416,0
423,36417,0
424,36418,0
425,36419,0
426,36420,0
427,36421,0
428,36422,0
429,36423,0
430,36424,0
431,36425,0
432,36426,0
433,36427,0
434,36428,0
435,36429,0
436,36430,0
437,36431,0
438,36432,0
439,36433,0
440,36434,0
441,36435,0
442,36436,0
443,36437,0
444,36438,0
445,36439,0
446,36440,1
447,36441,0
448,36442,0
449,36443,0
450,36444,0
451,36445,0
452,36446,0
453,36447,0
454,36448,0
455,36449,0
456,36450,0
457,36451,0
458,36452,0
459,36453,0
460,36454,0
461,36455,0
462,36456,0
463,36457,0
464,36458,0
465,36459,0
466,36460,0
467,36461,0
468,36462,0
469,36463,0
470,36464,0
471,36465,0
472,36466,0
473,36467,0
474,36468,0
475,36469,0
476,36470,0
477,36471,0
478,36472,0
479,36473,1
480,36474,0
481,36475,0
482,36476,0
483,36477,0
484,36478,1
485,36479,0
486,36480,0
487,36481,0
488,36482,0
489,36483,1
490,36484,0
491,36485,0
492,36486,0
493,36487,0
494,36488,0
495,36489,0
496,36490,0
497,36491,0
498,36492,0
499,36493,0
500,36494,0
501,36495,0
502,36496,0
503,36497,0
504,36498,0
505,36499,0
506,36500,1
507,36501,1
508,36502,0
509,36503,0
510,36504,0
511,36505,0
512,36506,0
513,36507,0
514,36508,0
515,36509,0
516,36510,0
517,36511,0
518,36512,0
519,36513,0
520,36514,0
521,36515,0
522,36516,0
523,36517,0
524,36518,0
525,36519,0
526,36520,0
527,36521,0
528,36522,0
529,36523,0
530,36524,0
531,36525,0
532,36526,0
533,36527,0
534,36528,0
535,36529,0
536,36530,0
537,36531,0
538,36532,0
539,36533,1
540,36534,0
541,36535,0
542,36536,0
543,36537,0
544,36538,0
545,36539,0
546,36540,0
547,36541,0
548,36542,1
549,36543,1
550,36544,0
551,36545,0
552,36546,0
553,36547,0
554,36548,0
555,36549,0
556,36550,0
557,36551,0
558,36552,0
559,36553,0
560,36554,0
561,36555,0
562,36556,0
563,36557,0
564,36558,0
565,36559,0
566,36560,0
567,36561,0
568,36562,0
569,36563,0
570,36564,0
571,36565,0
572,36566,0
573,36567,0
574,36568,0
575,36569,0
576,36570,0
577,36571,0
578,36572,0
579,36573,0
580,36574,0
581,36575,0
582,36576,0
583,36577,0
584,36578,0
585,36579,0
586,36580,0
587,36581,0
588,36582,0
589,36583,0
590,36584,0
591,36585,0
592,36586,0
593,36587,0
594,36588,0
595,36589,0
596,36590,0
597,36591,0
598,36592,0
599,36593,0
600,36594,0
601,36595,0
602,36596,1
603,36597,0
604,36598,0
605,36599,0
606,36600,0
607,36601,0
608,36602,0
609,36603,0
610,36604,1
611,36605,0
612,36606,0
613,36607,0
614,36608,0
615,36609,0
616,36610,0
617,36611,0
618,36612,0
619,36613,0
620,36614,0
621,36615,0
622,36616,0
623,36617,0
624,36618,0
625,36619,0
626,36620,0
627,36621,1
628,36622,0
629,36623,0
630,36624,0
631,36625,0
632,36626,0
633,36627,0
634,36628,0
635,36629,0
636,36630,0
637,36631,0
638,36632,0
639,36633,0
640,36634,0
641,36635,0
642,36636,0
643,36637,0
644,36638,0
645,36639,0
646,36640,0
647,36641,0
648,36642,0
649,36643,0
650,36644,0
651,36645,1
652,36646,0
653,36647,0
654,36648,0
655,36649,0
656,36650,0
657,36651,0
658,36652,0
659,36653,0
660,36654,0
661,36655,0
662,36656,1
663,36657,0
664,36658,0
665,36659,0
666,36660,0
667,36661,0
668,36662,0
669,36663,0
670,36664,0
671,36665,0
672,36666,0
673,36667,0
674,36668,1
675,36669,0
676,36670,0
677,36671,1
678,36672,0
679,36673,0
680,36674,0
681,36675,0
682,36676,0
683,36677,0
684,36678,0
685,36679,1
686,36680,0
687,36681,0
688,36682,0
689,36683,0
690,36684,0
691,36685,0
692,36686,0
693,36687,1
694,36688,0
695,36689,0
696,36690,0
697,36691,0
698,36692,0
699,36693,0
700,36694,0
701,36695,0
702,36696,0
703,36697,0
704,36698,0
705,36699,0
706,36700,0
707,36701,0
708,36702,1
709,36703,0
710,36704,0
711,36705,0
712,36706,0
713,36707,0
714,36708,0
715,36709,0
716,36710,0
717,36711,0
718,36712,0
719,36713,0
720,36714,0
721,36715,0
722,36716,0
723,36717,0
724,36718,0
725,36719,0
726,36720,0
727,36721,0
728,36722,0
729,36723,0
730,36724,0
731,36725,0
732,36726,1
733,36727,0
734,36728,0
735,36729,0
736,36730,0
737,36731,0
738,36732,0
739,36733,0
740,36734,0
741,36735,1
742,36736,0
743,36737,0
744,36738,0
745,36739,0
746,36740,0
747,36741,0
748,36742,0
749,36743,0
750,36744,0
751,36745,0
752,36746,0
753,36747,0
754,36748,0
755,36749,0
756,36750,0
757,36751,0
758,36752,0
759,36753,0
760,36754,0
761,36755,0
762,36756,0
763,36757,0
764,36758,1
765,36759,0
766,36760,0
767,36761,0
768,36762,0
769,36763,0
770,36764,0
771,36765,0
772,36766,0
773,36767,0
774,36768,0
775,36769,0
776,36770,0
777,36771,0
778,36772,1
779,36773,0
780,36774,0
781,36775,0
782,36776,0
783,36777,0
784,36778,1
785,36779,1
786,36780,0
787,36781,1
788,36782,0
789,36783,0
790,36784,0
791,36785,0
792,36786,0
793,36787,0
794,36788,0
795,36789,0
796,36790,0
797,36791,0
798,36792,0
799,36793,0
800,36794,0
801,36795,0
802,36796,0
803,36797,0
804,36798,0
805,36799,0
806,36800,0
807,36801,0
808,36802,0
809,36803,0
810,36804,0
811,36805,0
812,36806,0
813,36807,0
814,36808,0
815,36809,0
816,36810,0
817,36811,1
818,36812,0
819,36813,0
820,36814,1
821,36815,0
822,36816,0
823,36817,0
824,36818,0
825,36819,0
826,36820,0
827,36821,0
828,36822,0
829,36823,0
830,36824,0
831,36825,1
832,36826,0
833,36827,0
834,36828,0
835,36829,0
836,36830,0
837,36831,0
838,36832,0
839,36833,0
840,36834,0
841,36835,0
842,36836,0
843,36837,0
844,36838,0
845,36839,0
846,36840,0
847,36841,0
848,36842,0
849,36843,0
850,36844,0
851,36845,0
852,36846,0
853,36847,0
854,36848,0
855,36849,0
856,36850,0
857,36851,0
858,36852,0
859,36853,0
860,36854,0
861,36855,1
862,36856,0
863,36857,0
864,36858,0
865,36859,0
866,36860,0
867,36861,0
868,36862,0
869,36863,0
870,36864,0
871,36865,0
872,36866,0
873,36867,0
874,36868,0
875,36869,0
876,36870,0
877,36871,0
878,36872,1
879,36873,1
880,36874,0
881,36875,0
882,36876,0
883,36877,0
884,36878,0
885,36879,0
886,36880,0
887,36881,1
888,36882,0
889,36883,0
890,36884,0
891,36885,1
892,36886,0
893,36887,0
894,36888,0
895,36889,0
896,36890,0
897,36891,0
898,36892,0
899,36893,0
900,36894,1
901,36895,0
902,36896,0
903,36897,0
904,36898,0
905,36899,0
906,36900,0
907,36901,0
908,36902,0
909,36903,0
910,36904,0
911,36905,0
912,36906,0
913,36907,0
914,36908,0
915,36909,0
916,36910,0
917,36911,1
918,36912,1
919,36913,0
920,36914,0
921,36915,0
922,36916,1
923,36917,0
924,36918,0
925,36919,0
926,36920,0
927,36921,0
928,36922,0
929,36923,0
930,36924,0
931,36925,0
932,36926,0
933,36927,0
934,36928,0
935,36929,0
936,36930,0
937,36931,1
938,36932,0
939,36933,0
940,36934,0
941,36935,0
942,36936,0
943,36937,0
944,36938,0
945,36939,0
946,36940,0
947,36941,0
948,36942,0
949,36943,0
950,36944,1
951,36945,0
952,36946,0
953,36947,0
954,36948,0
955,36949,0
956,36950,0
957,36951,0
958,36952,0
959,36953,0
960,36954,0
961,36955,0
962,36956,0
963,36957,0
964,36958,1
965,36959,0
966,36960,0
967,36961,1
968,36962,0
969,36963,1
970,36964,0
971,36965,0
972,36966,0
973,36967,0
974,36968,0
975,36969,0
976,36970,0
977,36971,0
978,36972,0
979,36973,0
980,36974,0
981,36975,0
982,36976,0
983,36977,0
984,36978,0
985,36979,0
986,36980,0
987,36981,0
988,36982,0
989,36983,0
990,36984,0
991,36985,0
992,36986,0
993,36987,1
994,36988,0
995,36989,1
996,36990,0
997,36991,0
998,36992,0
999,36993,0
1000,36994,0
1001,36995,1
1002,36996,0
1003,36997,0
1004,36998,0
1005,36999,1
1006,37000,0
1007,37001,0
1008,37002,0
1009,37003,0
1010,37004,0
1011,37005,0
1012,37006,0
1013,37007,0
1014,37008,0
1015,37009,0
1016,37010,0
1017,37011,0
1018,37012,0
1019,37013,0
1020,37014,1
1021,37015,0
1022,37016,0
1023,37017,0
1024,37018,0
1025,37019,0
1026,37020,1
1027,37021,0
1028,37022,0
1029,37023,0
1030,37024,0
1031,37025,0
1032,37026,0
1033,37027,0
1034,37028,0
1035,37029,0
1036,37030,0
1037,37031,0
1038,37032,0
1039,37033,0
1040,37034,0
1041,37035,0
1042,37036,0
1043,37037,0
1044,37038,0
1045,37039,0
1046,37040,0
1047,37041,0
1048,37042,0
1049,37043,0
1050,37044,0
1051,37045,0
1052,37046,1
1053,37047,0
1054,37048,0
1055,37049,0
1056,37050,0
1057,37051,0
1058,37052,0
1059,37053,0
1060,37054,0
1061,37055,0
1062,37056,0
1063,37057,0
1064,37058,0
1065,37059,0
1066,37060,0
1067,37061,0
1068,37062,0
1069,37063,0
1070,37064,0
1071,37065,0
1072,37066,0
1073,37067,1
1074,37068,0
1075,37069,0
1076,37070,0
1077,37071,0
1078,37072,0
1079,37073,0
1080,37074,0
1081,37075,0
1082,37076,0
1083,37077,0
1084,37078,0
1085,37079,0
1086,37080,1
1087,37081,0
1088,37082,0
1089,37083,1
1090,37084,0
1091,37085,0
1092,37086,0
1093,37087,1
1094,37088,0
1095,37089,0
1096,37090,0
1097,37091,0
1098,37092,0
1099,37093,0
1100,37094,0
1101,37095,0
1102,37096,0
1103,37097,0
1104,37098,0
1105,37099,0
1106,37100,0
1107,37101,0
1108,37102,0
1109,37103,0
1110,37104,0
1111,37105,0
1112,37106,0
1113,37107,1
1114,37108,0
1115,37109,0
1116,37110,1
1117,37111,0
1118,37112,0
1119,37113,0
1120,37114,0
1121,37115,0
1122,37116,0
1123,37117,0
1124,37118,1
1125,37119,0
1126,37120,0
1127,37121,0
1128,37122,0
1129,37123,0
1130,37124,0
1131,37125,0
1132,37126,0
1133,37127,1
1134,37128,0
1135,37129,0
1136,37130,0
1137,37131,0
1138,37132,0
1139,37133,0
1140,37134,0
1141,37135,0
1142,37136,0
1143,37137,0
1144,37138,0
1145,37139,0
1146,37140,0
1147,37141,0
1148,37142,0
1149,37143,0
1150,37144,1
1151,37145,0
1152,37146,0
1153,37147,1
1154,37148,0
1155,37149,0
1156,37150,0
1157,37151,0
1158,37152,0
1159,37153,0
1160,37154,0
1161,37155,0
1162,37156,0
1163,37157,1
1164,37158,0
1165,37159,0
1166,37160,0
1167,37161,0
1168,37162,0
1169,37163,0
1170,37164,0
1171,37165,0
1172,37166,0
1173,37167,1
1174,37168,0
1175,37169,0
1176,37170,0
1177,37171,0
1178,37172,0
1179,37173,0
1180,37174,0
1181,37175,0
1182,37176,0
1183,37177,1
1184,37178,0
1185,37179,0
1186,37180,0
1187,37181,0
1188,37182,0
1189,37183,0
1190,37184,0
1191,37185,0
1192,37186,0
1193,37187,0
1194,37188,0
1195,37189,0
1196,37190,0
1197,37191,0
1198,37192,0
1199,37193,0
1200,37194,0
1201,37195,0
1202,37196,0
1203,37197,0
1204,37198,0
1205,37199,0
1206,37200,0
1207,37201,0
1208,37202,0
1209,37203,0
1210,37204,0
1211,37205,1
1212,37206,0
1213,37207,0
1214,37208,0
1215,37209,0
1216,37210,0
1217,37211,0
1218,37212,0
1219,37213,0
1220,37214,0
1221,37215,0
1222,37216,0
1223,37217,0
1224,37218,0
1225,37219,0
1226,37220,0
1227,37221,1
1228,37222,0
1229,37223,0
1230,37224,0
1231,37225,0
1232,37226,1
1233,37227,0
1234,37228,0
1235,37229,0
1236,37230,0
1237,37231,0
1238,37232,0
1239,37233,0
1240,37234,0
1241,37235,0
1242,37236,1
1243,37237,0
1244,37238,0
1245,37239,1
1246,37240,0
1247,37241,0
1248,37242,0
1249,37243,0
1250,37244,1
1251,37245,0
1252,37246,0
1253,37247,0
1254,37248,0
1255,37249,0
1256,37250,0
1257,37251,0
1258,37252,0
1259,37253,0
1260,37254,0
1261,37255,0
1262,37256,0
1263,37257,0
1264,37258,0
1265,37259,0
1266,37260,0
1267,37261,0
1268,37262,0
1269,37263,0
1270,37264,0
1271,37265,0
1272,37266,1
1273,37267,0
1274,37268,0
1275,37269,0
1276,37270,0
1277,37271,0
1278,37272,0
1279,37273,0
1280,37274,0
1281,37275,0
1282,37276,0
1283,37277,0
1284,37278,0
1285,37279,0
1286,37280,0
1287,37281,0
1288,37282,0
1289,37283,0
1290,37284,0
1291,37285,0
1292,37286,0
1293,37287,0
1294,37288,0
1295,37289,1
1296,37290,0
1297,37291,0
1298,37292,0
1299,37293,0
1300,37294,0
1301,37295,0
1302,37296,0
1303,37297,1
1304,37298,0
1305,37299,0
1306,37300,0
1307,37301,0
1308,37302,0
1309,37303,0
1310,37304,0
1311,37305,1
1312,37306,0
1313,37307,0
1314,37308,0
1315,37309,0
1316,37310,0
1317,37311,0
1318,37312,0
1319,37313,0
1320,37314,0
1321,37315,0
1322,37316,0
1323,37317,0
1324,37318,0
1325,37319,0
1326,37320,0
1327,37321,0
1328,37322,0
1329,37323,1
1330,37324,0
1331,37325,0
1332,37326,0
1333,37327,0
1334,37328,1
1335,37329,0
1336,37330,0
1337,37331,0
1338,37332,0
1339,37333,0
1340,37334,0
1341,37335,0
1342,37336,0
1343,37337,0
1344,37338,0
1345,37339,0
1346,37340,0
1347,37341,0
1348,37342,0
1349,37343,0
1350,37344,0
1351,37345,0
1352,37346,0
1353,37347,0
1354,37348,1
1355,37349,0
1356,37350,0
1357,37351,0
1358,37352,0
1359,37353,0
1360,37354,0
1361,37355,0
1362,37356,0
1363,37357,0
1364,37358,0
1365,37359,0
1366,37360,0
1367,37361,0
1368,37362,0
1369,37363,0
1370,37364,0
1371,37365,0
1372,37366,0
1373,37367,0
1374,37368,0
1375,37369,0
1376,37370,0
1377,37371,0
1378,37372,0
1379,37373,0
1380,37374,0
1381,37375,0
1382,37376,1
1383,37377,0
1384,37378,0
1385,37379,0
1386,37380,0
1387,37381,0
1388,37382,0
1389,37383,0
1390,37384,0
1391,37385,0
1392,37386,0
1393,37387,0
1394,37388,0
1395,37389,0
1396,37390,0
1397,37391,0
1398,37392,0
1399,37393,0
1400,37394,0
1401,37395,0
1402,37396,0
1403,37397,0
1404,37398,0
1405,37399,0
1406,37400,0
1407,37401,0
1408,37402,0
1409,37403,0
1410,37404,0
1411,37405,0
1412,37406,0
1413,37407,0
1414,37408,0
1415,37409,0
1416,37410,0
1417,37411,0
1418,37412,0
1419,37413,0
1420,37414,0
1421,37415,0
1422,37416,1
1423,37417,0
1424,37418,0
1425,37419,0
1426,37420,0
1427,37421,0
1428,37422,0
1429,37423,0
1430,37424,0
1431,37425,0
1432,37426,0
1433,37427,0
1434,37428,0
1435,37429,0
1436,37430,0
1437,37431,0
1438,37432,0
1439,37433,0
1440,37434,0
1441,37435,0
1442,37436,0
1443,37437,0
1444,37438,0
1445,37439,0
1446,37440,0
1447,37441,0
1448,37442,0
1449,37443,0
1450,37444,0
1451,37445,0
1452,37446,0
1453,37447,0
1454,37448,0
1455,37449,0
1456,37450,0
1457,37451,0
1458,37452,0
1459,37453,0
1460,37454,0
1461,37455,0
1462,37456,0
1463,37457,0
1464,37458,0
1465,37459,0
1466,37460,0
1467,37461,0
1468,37462,0
1469,37463,0
1470,37464,0
1471,37465,0
1472,37466,0
1473,37467,0
1474,37468,0
1475,37469,0
1476,37470,0
1477,37471,0
1478,37472,0
1479,37473,0
1480,37474,0
1481,37475,0
1482,37476,0
1483,37477,1
1484,37478,0
1485,37479,0
1486,37480,0
1487,37481,0
1488,37482,0
1489,37483,0
1490,37484,0
1491,37485,0
1492,37486,0
1493,37487,0
1494,37488,0
1495,37489,0
1496,37490,0
1497,37491,1
1498,37492,0
1499,37493,0
1500,37494,0
1501,37495,0
1502,37496,0
1503,37497,0
1504,37498,0
1505,37499,0
1506,37500,0
1507,37501,0
1508,37502,0
1509,37503,0
1510,37504,0
1511,37505,1
1512,37506,0
1513,37507,0
1514,37508,0
1515,37509,0
1516,37510,1
1517,37511,0
1518,37512,1
1519,37513,0
1520,37514,0
1521,37515,0
1522,37516,0
1523,37517,0
1524,37518,1
1525,37519,0
1526,37520,0
1527,37521,0
1528,37522,0
1529,37523,0
1530,37524,0
1531,37525,0
1532,37526,0
1533,37527,0
1534,37528,0
1535,37529,0
1536,37530,0
1537,37531,0
1538,37532,0
1539,37533,1
1540,37534,0
1541,37535,0
1542,37536,0
1543,37537,0
1544,37538,0
1545,37539,0
1546,37540,0
1547,37541,0
1548,37542,0
1549,37543,0
1550,37544,0
1551,37545,1
1552,37546,1
1553,37547,1
1554,37548,0
1555,37549,0
1556,37550,0
1557,37551,0
1558,37552,1
1559,37553,0
1560,37554,0
1561,37555,0
1562,37556,0
1563,37557,0
1564,37558,0
1565,37559,0
1566,37560,0
1567,37561,0
1568,37562,0
1569,37563,0
1570,37564,0
1571,37565,0
1572,37566,0
1573,37567,0
1574,37568,0
1575,37569,1
1576,37570,0
1577,37571,0
1578,37572,0
1579,37573,0
1580,37574,0
1581,37575,0
1582,37576,0
1583,37577,0
1584,37578,0
1585,37579,0
1586,37580,0
1587,37581,0
1588,37582,0
1589,37583,0
1590,37584,0
1591,37585,0
1592,37586,0
1593,37587,0
1594,37588,0
1595,37589,0
1596,37590,0
1597,37591,0
1598,37592,0
1599,37593,0
1600,37594,0
1601,37595,0
1602,37596,1
1603,37597,0
1604,37598,0
1605,37599,1
1606,37600,0
1607,37601,0
1608,37602,0
1609,37603,1
1610,37604,0
1611,37605,0
1612,37606,0
1613,37607,0
1614,37608,0
1615,37609,0
1616,37610,0
1617,37611,0
1618,37612,0
1619,37613,0
1620,37614,0
1621,37615,1
1622,37616,0
1623,37617,0
1624,37618,0
1625,37619,0
1626,37620,0
1627,37621,0
1628,37622,0
1629,37623,0
1630,37624,0
1631,37625,1
1632,37626,1
1633,37627,0
1634,37628,0
1635,37629,0
1636,37630,0
1637,37631,0
1638,37632,0
1639,37633,0
1640,37634,0
1641,37635,0
1642,37636,0
1643,37637,0
1644,37638,0
1645,37639,0
1646,37640,1
1647,37641,0
1648,37642,0
1649,37643,0
1650,37644,0
1651,37645,0
1652,37646,0
1653,37647,0
1654,37648,0
1655,37649,0
1656,37650,0
1657,37651,0
1658,37652,0
1659,37653,0
1660,37654,0
1661,37655,0
1662,37656,0
1663,37657,0
1664,37658,0
1665,37659,0
1666,37660,0
1667,37661,0
1668,37662,0
1669,37663,0
1670,37664,0
1671,37665,0
1672,37666,0
1673,37667,0
1674,37668,0
1675,37669,0
1676,37670,0
1677,37671,0
1678,37672,0
1679,37673,0
1680,37674,0
1681,37675,0
1682,37676,0
1683,37677,0
1684,37678,0
1685,37679,0
1686,37680,0
1687,37681,0
1688,37682,0
1689,37683,0
1690,37684,0
1691,37685,0
1692,37686,1
1693,37687,0
1694,37688,0
1695,37689,1
1696,37690,0
1697,37691,0
1698,37692,0
1699,37693,0
1700,37694,0
1701,37695,0
1702,37696,0
1703,37697,0
1704,37698,0
1705,37699,0
1706,37700,1
1707,37701,0
1708,37702,0
1709,37703,0
1710,37704,1
1711,37705,0
1712,37706,1
1713,37707,0
1714,37708,1
1715,37709,0
1716,37710,0
1717,37711,0
1718,37712,0
1719,37713,0
1720,37714,0
1721,37715,0
1722,37716,0
1723,37717,0
1724,37718,0
1725,37719,1
1726,37720,0
1727,37721,0
1728,37722,0
1729,37723,0
1730,37724,0
1731,37725,0
1732,37726,0
1733,37727,0
1734,37728,0
1735,37729,0
1736,37730,0
1737,37731,0
1738,37732,0
1739,37733,0
1740,37734,0
1741,37735,1
1742,37736,0
1743,37737,0
1744,37738,0
1745,37739,0
1746,37740,0
1747,37741,0
1748,37742,0
1749,37743,0
1750,37744,0
1751,37745,0
1752,37746,0
1753,37747,0
1754,37748,1
1755,37749,0
1756,37750,0
1757,37751,0
1758,37752,0
1759,37753,0
1760,37754,0
1761,37755,0
1762,37756,0
1763,37757,0
1764,37758,0
1765,37759,0
1766,37760,0
1767,37761,0
1768,37762,0
1769,37763,0
1770,37764,0
1771,37765,0
1772,37766,0
1773,37767,0
1774,37768,0
1775,37769,1
1776,37770,1
1777,37771,0
1778,37772,0
1779,37773,0
1780,37774,0
1781,37775,0
1782,37776,0
1783,37777,0
1784,37778,0
1785,37779,1
1786,37780,0
1787,37781,0
1788,37782,0
1789,37783,0
1790,37784,0
1791,37785,0
1792,37786,0
1793,37787,0
1794,37788,0
1795,37789,0
1796,37790,0
1797,37791,0
1798,37792,0
1799,37793,0
1800,37794,0
1801,37795,0
1802,37796,0
1803,37797,0
1804,37798,0
1805,37799,0
1806,37800,0
1807,37801,0
1808,37802,0
1809,37803,0
1810,37804,0
1811,37805,0
1812,37806,0
1813,37807,0
1814,37808,0
1815,37809,0
1816,37810,0
1817,37811,0
1818,37812,0
1819,37813,0
1820,37814,0
1821,37815,0
1822,37816,0
1823,37817,1
1824,37818,0
1825,37819,0
1826,37820,0
1827,37821,0
1828,37822,0
1829,37823,0
1830,37824,0
1831,37825,0
1832,37826,1
1833,37827,0
1834,37828,0
1835,37829,0
1836,37830,0
1837,37831,0
1838,37832,0
1839,37833,0
1840,37834,0
1841,37835,0
1842,37836,0
1843,37837,0
1844,37838,0
1845,37839,0
1846,37840,0
1847,37841,0
1848,37842,0
1849,37843,0
1850,37844,0
1851,37845,1
1852,37846,0
1853,37847,0
1854,37848,0
1855,37849,0
1856,37850,0
1857,37851,0
1858,37852,0
1859,37853,0
1860,37854,0
1861,37855,0
1862,37856,0
1863,37857,0
1864,37858,0
1865,37859,0
1866,37860,0
1867,37861,0
1868,37862,0
1869,37863,0
1870,37864,1
1871,37865,0
1872,37866,0
